CNP: 5020701012216, Găsit: True, Iterații: 1
CNP: 2310301019463, Găsit: True, Iterații: 1
CNP: 1870906018466, Găsit: True, Iterații: 1
CNP: 1810323013864, Găsit: True, Iterații: 1
CNP: 1710710011793, Găsit: True, Iterații: 1
CNP: 1551209012973, Găsit: True, Iterații: 1
CNP: 1980624014185, Găsit: True, Iterații: 1
CNP: 6060209010130, Găsit: True, Iterații: 1
CNP: 1840525017017, Găsit: True, Iterații: 1
CNP: 5210501014938, Găsit: True, Iterații: 1
CNP: 2910210016692, Găsit: True, Iterații: 1
CNP: 6021202015691, Găsit: True, Iterații: 1
CNP: 2381129012544, Găsit: True, Iterații: 1
CNP: 5051217016853, Găsit: True, Iterații: 1
CNP: 6040802016330, Găsit: True, Iterații: 1
CNP: 5020401018638, Găsit: True, Iterații: 1
CNP: 6031120015016, Găsit: True, Iterații: 1
CNP: 6050704019897, Găsit: True, Iterații: 1
CNP: 2971109012455, Găsit: True, Iterații: 1
CNP: 1960107017394, Găsit: True, Iterații: 1
CNP: 6081225015516, Găsit: True, Iterații: 1
CNP: 5010203018400, Găsit: True, Iterații: 1
CNP: 6031020018712, Găsit: True, Iterații: 1
CNP: 1981113012434, Găsit: True, Iterații: 1
CNP: 2610130015111, Găsit: True, Iterații: 1
CNP: 1990909017553, Găsit: True, Iterații: 1
CNP: 1981020010506, Găsit: True, Iterații: 1
CNP: 1781220013207, Găsit: True, Iterații: 1
CNP: 2620313010772, Găsit: True, Iterații: 1
CNP: 1991115014394, Găsit: True, Iterații: 1
CNP: 1430901019423, Găsit: True, Iterații: 1
CNP: 5070720019576, Găsit: True, Iterații: 1
CNP: 1880424013569, Găsit: True, Iterații: 1
CNP: 6140619010069, Găsit: True, Iterații: 1
CNP: 6071128017778, Găsit: True, Iterații: 1
CNP: 6050325017374, Găsit: True, Iterații: 1
CNP: 5041011016333, Găsit: True, Iterații: 1
CNP: 5080520015289, Găsit: True, Iterații: 1
CNP: 2650206016910, Găsit: True, Iterații: 1
CNP: 5000731014359, Găsit: True, Iterații: 1
CNP: 2831204012421, Găsit: True, Iterații: 1
CNP: 1660305014481, Găsit: True, Iterații: 1
CNP: 2970904014701, Găsit: True, Iterații: 1
CNP: 5071210019557, Găsit: True, Iterații: 1
CNP: 2770520013390, Găsit: True, Iterații: 1
CNP: 1730121011358, Găsit: True, Iterații: 1
CNP: 6010522018815, Găsit: True, Iterații: 1
CNP: 1950830013991, Găsit: True, Iterații: 1
CNP: 5051105012085, Găsit: True, Iterații: 1
CNP: 2550916016941, Găsit: True, Iterații: 1
CNP: 1881213013855, Găsit: True, Iterații: 1
CNP: 1921030011918, Găsit: True, Iterații: 1
CNP: 6020106012500, Găsit: True, Iterații: 1
CNP: 5090812013057, Găsit: True, Iterații: 1
CNP: 5020429016848, Găsit: True, Iterații: 1
CNP: 6051227012984, Găsit: True, Iterații: 1
CNP: 5040726012761, Găsit: True, Iterații: 1
CNP: 5091207013257, Găsit: True, Iterații: 1
CNP: 1571004015501, Găsit: True, Iterații: 1
CNP: 5010108012856, Găsit: True, Iterații: 1
CNP: 5040920018374, Găsit: True, Iterații: 1
CNP: 6070609014384, Găsit: True, Iterații: 1
CNP: 1950113013297, Găsit: True, Iterații: 1
CNP: 1850214013027, Găsit: True, Iterații: 1
CNP: 2810116011884, Găsit: True, Iterații: 1
CNP: 2880822010433, Găsit: True, Iterații: 1
CNP: 5080422013746, Găsit: True, Iterații: 1
CNP: 1501216010626, Găsit: True, Iterații: 1
CNP: 1740525015375, Găsit: True, Iterații: 1
CNP: 1781224016940, Găsit: True, Iterații: 1
CNP: 1840917015712, Găsit: True, Iterații: 1
CNP: 2570517011910, Găsit: True, Iterații: 1
CNP: 5070223014809, Găsit: True, Iterații: 1
CNP: 5021115017941, Găsit: True, Iterații: 1
CNP: 6040201010802, Găsit: True, Iterații: 1
CNP: 2680613019437, Găsit: True, Iterații: 1
CNP: 1960613013234, Găsit: True, Iterații: 1
CNP: 6240420011319, Găsit: True, Iterații: 1
CNP: 2861105013363, Găsit: True, Iterații: 1
CNP: 2711201011816, Găsit: True, Iterații: 1
CNP: 2870407012859, Găsit: True, Iterații: 1
CNP: 6080225015072, Găsit: True, Iterații: 1
CNP: 1880413013114, Găsit: True, Iterații: 1
CNP: 5040201018751, Găsit: True, Iterații: 1
CNP: 6021221014821, Găsit: True, Iterații: 1
CNP: 6000103011264, Găsit: True, Iterații: 1
CNP: 2920213016197, Găsit: True, Iterații: 1
CNP: 2810822017367, Găsit: True, Iterații: 1
CNP: 5020614016889, Găsit: True, Iterații: 1
CNP: 2370209013021, Găsit: True, Iterații: 1
CNP: 2600127016207, Găsit: True, Iterații: 1
CNP: 6010526016425, Găsit: True, Iterații: 1
CNP: 1540519015079, Găsit: True, Iterații: 1
CNP: 1680103016903, Găsit: True, Iterații: 1
CNP: 1941208015340, Găsit: True, Iterații: 1
CNP: 5020925019541, Găsit: True, Iterații: 1
CNP: 2980317014699, Găsit: True, Iterații: 1
CNP: 5241206018028, Găsit: True, Iterații: 1
CNP: 1750728018657, Găsit: True, Iterații: 1
CNP: 5211006013086, Găsit: True, Iterații: 1
CNP: 2500501013499, Găsit: True, Iterații: 1
CNP: 2391206016480, Găsit: True, Iterații: 1
CNP: 1970201012147, Găsit: True, Iterații: 1
CNP: 6061113014871, Găsit: True, Iterații: 1
CNP: 6020117014844, Găsit: True, Iterații: 1
CNP: 1840524013447, Găsit: True, Iterații: 1
CNP: 1580616016116, Găsit: True, Iterații: 1
CNP: 2991002011561, Găsit: True, Iterații: 1
CNP: 1810716019846, Găsit: True, Iterații: 1
CNP: 2580413018896, Găsit: True, Iterații: 1
CNP: 2990412016762, Găsit: True, Iterații: 1
CNP: 2640112015921, Găsit: True, Iterații: 1
CNP: 1910118010970, Găsit: True, Iterații: 1
CNP: 1741001013292, Găsit: True, Iterații: 1
CNP: 1570626014461, Găsit: True, Iterații: 1
CNP: 2990515016342, Găsit: True, Iterații: 1
CNP: 2980525018976, Găsit: True, Iterații: 1
CNP: 6031123010488, Găsit: True, Iterații: 1
CNP: 1931113017723, Găsit: True, Iterații: 1
CNP: 1740306012032, Găsit: True, Iterații: 1
CNP: 5090224010202, Găsit: True, Iterații: 1
CNP: 6071118012685, Găsit: True, Iterații: 1
CNP: 6060813014438, Găsit: True, Iterații: 1
CNP: 5000411018426, Găsit: True, Iterații: 1
CNP: 6070412014543, Găsit: True, Iterații: 1
CNP: 2560209014335, Găsit: True, Iterații: 1
CNP: 2540731019322, Găsit: True, Iterații: 1
CNP: 2561029015665, Găsit: True, Iterații: 1
CNP: 5230211015121, Găsit: True, Iterații: 1
CNP: 6070824018060, Găsit: True, Iterații: 1
CNP: 5060424014261, Găsit: True, Iterații: 1
CNP: 6010123013320, Găsit: True, Iterații: 1
CNP: 1880305016837, Găsit: True, Iterații: 1
CNP: 5060609016409, Găsit: True, Iterații: 1
CNP: 6030827014085, Găsit: True, Iterații: 1
CNP: 5080719013396, Găsit: True, Iterații: 1
CNP: 1750930011911, Găsit: True, Iterații: 1
CNP: 5060124017119, Găsit: True, Iterații: 1
CNP: 6000315010367, Găsit: True, Iterații: 1
CNP: 2660727018586, Găsit: True, Iterații: 1
CNP: 2950730017477, Găsit: True, Iterații: 1
CNP: 5000825014796, Găsit: True, Iterații: 1
CNP: 6000827010526, Găsit: True, Iterații: 1
CNP: 1820326013369, Găsit: True, Iterații: 1
CNP: 2410315018317, Găsit: True, Iterații: 1
CNP: 2871124018086, Găsit: True, Iterații: 1
CNP: 1850708019494, Găsit: True, Iterații: 1
CNP: 5040826011008, Găsit: True, Iterații: 1
CNP: 1840804010644, Găsit: True, Iterații: 1
CNP: 1940710014411, Găsit: True, Iterații: 1
CNP: 2800108013820, Găsit: True, Iterații: 1
CNP: 2320128019376, Găsit: True, Iterații: 1
CNP: 6081018012209, Găsit: True, Iterații: 1
CNP: 1980717017777, Găsit: True, Iterații: 1
CNP: 2970914010891, Găsit: True, Iterații: 1
CNP: 5060815014124, Găsit: True, Iterații: 1
CNP: 6080618013527, Găsit: True, Iterații: 1
CNP: 1821013016723, Găsit: True, Iterații: 1
CNP: 5020511016393, Găsit: True, Iterații: 1
CNP: 5030525017365, Găsit: True, Iterații: 1
CNP: 6070719011759, Găsit: True, Iterații: 1
CNP: 1630115012842, Găsit: True, Iterații: 1
CNP: 5000804013766, Găsit: True, Iterații: 1
CNP: 6091010015462, Găsit: True, Iterații: 1
CNP: 6190605013165, Găsit: True, Iterații: 1
CNP: 1910325016378, Găsit: True, Iterații: 1
CNP: 6030604011278, Găsit: True, Iterații: 1
CNP: 2840107012474, Găsit: True, Iterații: 1
CNP: 1990107011769, Găsit: True, Iterații: 1
CNP: 2791026015680, Găsit: True, Iterații: 1
CNP: 6030228010193, Găsit: True, Iterații: 1
CNP: 1931008019828, Găsit: True, Iterații: 1
CNP: 1400107017221, Găsit: True, Iterații: 1
CNP: 6071215014596, Găsit: True, Iterații: 1
CNP: 6090528010361, Găsit: True, Iterații: 1
CNP: 1370218016095, Găsit: True, Iterații: 1
CNP: 5031114012022, Găsit: True, Iterații: 1
CNP: 1950723018074, Găsit: True, Iterații: 1
CNP: 5000604014023, Găsit: True, Iterații: 1
CNP: 2560118016928, Găsit: True, Iterații: 1
CNP: 1801118016273, Găsit: True, Iterații: 1
CNP: 6150327013854, Găsit: True, Iterații: 1
CNP: 2531216011958, Găsit: True, Iterații: 1
CNP: 5030131012606, Găsit: True, Iterații: 1
CNP: 1760607011567, Găsit: True, Iterații: 1
CNP: 6010423017804, Găsit: True, Iterații: 1
CNP: 2600611012021, Găsit: True, Iterații: 1
CNP: 1831227019886, Găsit: True, Iterații: 1
CNP: 5050819019636, Găsit: True, Iterații: 1
CNP: 6090702016266, Găsit: True, Iterații: 1
CNP: 1900725018407, Găsit: True, Iterații: 1
CNP: 5050911013370, Găsit: True, Iterații: 1
CNP: 2971129014396, Găsit: True, Iterații: 1
CNP: 2750117015063, Găsit: True, Iterații: 1
CNP: 6111227012494, Găsit: True, Iterații: 1
CNP: 2970407012804, Găsit: True, Iterații: 1
CNP: 5000317017971, Găsit: True, Iterații: 1
CNP: 2670611012924, Găsit: True, Iterații: 1
CNP: 1580516010031, Găsit: True, Iterații: 1
CNP: 5060915014398, Găsit: True, Iterații: 1
CNP: 5050531012906, Găsit: True, Iterații: 1
CNP: 6051229019886, Găsit: True, Iterații: 1
CNP: 2660919015852, Găsit: True, Iterații: 1
CNP: 6030901012581, Găsit: True, Iterații: 1
CNP: 1350118018216, Găsit: True, Iterații: 1
CNP: 1620108010800, Găsit: True, Iterații: 1
CNP: 6051001019511, Găsit: True, Iterații: 2
CNP: 2610625010522, Găsit: True, Iterații: 1
CNP: 5210615018724, Găsit: True, Iterații: 1
CNP: 2760407017562, Găsit: True, Iterații: 1
CNP: 1990127015054, Găsit: True, Iterații: 1
CNP: 1870518018851, Găsit: True, Iterații: 1
CNP: 6011231014167, Găsit: True, Iterații: 1
CNP: 6020308011245, Găsit: True, Iterații: 1
CNP: 2931028019572, Găsit: True, Iterații: 1
CNP: 2991123016613, Găsit: True, Iterații: 1
CNP: 1890311017612, Găsit: True, Iterații: 1
CNP: 2840906017453, Găsit: True, Iterații: 1
CNP: 6050801012662, Găsit: True, Iterații: 1
CNP: 5070310013233, Găsit: True, Iterații: 1
CNP: 2691207013110, Găsit: True, Iterații: 1
CNP: 2900726013471, Găsit: True, Iterații: 1
CNP: 1880411019080, Găsit: True, Iterații: 1
CNP: 5021120015673, Găsit: True, Iterații: 1
CNP: 6031207016888, Găsit: True, Iterații: 1
CNP: 2541127013495, Găsit: True, Iterații: 1
CNP: 2961224017668, Găsit: True, Iterații: 1
CNP: 2571002018132, Găsit: True, Iterații: 1
CNP: 1981101019399, Găsit: True, Iterații: 1
CNP: 5030312018665, Găsit: True, Iterații: 1
CNP: 6030514017182, Găsit: True, Iterații: 1
CNP: 2470612017069, Găsit: True, Iterații: 1
CNP: 5030708017570, Găsit: True, Iterații: 1
CNP: 6170519010625, Găsit: True, Iterații: 1
CNP: 1990607013947, Găsit: True, Iterații: 1
CNP: 5200513015668, Găsit: True, Iterații: 2
CNP: 1570206011450, Găsit: True, Iterații: 1
CNP: 5000111011027, Găsit: True, Iterații: 1
CNP: 6020304017271, Găsit: True, Iterații: 1
CNP: 5120508019831, Găsit: True, Iterații: 1
CNP: 5011216015231, Găsit: True, Iterații: 1
CNP: 5050216010672, Găsit: True, Iterații: 1
CNP: 2891029013067, Găsit: True, Iterații: 1
CNP: 1801107014951, Găsit: True, Iterații: 1
CNP: 5091213014173, Găsit: True, Iterații: 1
CNP: 2951003019304, Găsit: True, Iterații: 1
CNP: 2960229019445, Găsit: True, Iterații: 1
CNP: 2880411017943, Găsit: True, Iterații: 1
CNP: 6070404014295, Găsit: True, Iterații: 1
CNP: 1970126011074, Găsit: True, Iterații: 1
CNP: 6160219016176, Găsit: True, Iterații: 1
CNP: 6020204017681, Găsit: True, Iterații: 1
CNP: 2850526012715, Găsit: True, Iterații: 1
CNP: 6190303019944, Găsit: True, Iterații: 1
CNP: 1940208016544, Găsit: True, Iterații: 1
CNP: 6111003014624, Găsit: True, Iterații: 1
CNP: 6121023016774, Găsit: True, Iterații: 1
CNP: 6081006016942, Găsit: True, Iterații: 1
CNP: 2970222011650, Găsit: True, Iterații: 1
CNP: 5031121015199, Găsit: True, Iterații: 1
CNP: 2560724018207, Găsit: True, Iterații: 1
CNP: 1890226011449, Găsit: True, Iterații: 1
CNP: 6040221018314, Găsit: True, Iterații: 1
CNP: 5081116011801, Găsit: True, Iterații: 1
CNP: 1840516010611, Găsit: True, Iterații: 1
CNP: 1800127018316, Găsit: True, Iterații: 1
CNP: 6060624017637, Găsit: True, Iterații: 1
CNP: 2720318013858, Găsit: True, Iterații: 1
CNP: 1990427015004, Găsit: True, Iterații: 1
CNP: 5040430011686, Găsit: True, Iterații: 1
CNP: 6080503018461, Găsit: True, Iterații: 1
CNP: 5011113013877, Găsit: True, Iterații: 1
CNP: 1890316010471, Găsit: True, Iterații: 1
CNP: 6041005018141, Găsit: True, Iterații: 1
CNP: 5080924014426, Găsit: True, Iterații: 1
CNP: 1960601017011, Găsit: True, Iterații: 1
CNP: 1970410012323, Găsit: True, Iterații: 1
CNP: 2990201019666, Găsit: True, Iterații: 1
CNP: 2570605019790, Găsit: True, Iterații: 1
CNP: 5020423014717, Găsit: True, Iterații: 1
CNP: 1650806011735, Găsit: True, Iterații: 1
CNP: 2570615018251, Găsit: True, Iterații: 1
CNP: 6090309016561, Găsit: True, Iterații: 1
CNP: 2990308017454, Găsit: True, Iterații: 1
CNP: 2430125019647, Găsit: True, Iterații: 1
CNP: 1580715019622, Găsit: True, Iterații: 1
CNP: 5051215010988, Găsit: True, Iterații: 1
CNP: 1800612013148, Găsit: True, Iterații: 1
CNP: 2750511010881, Găsit: True, Iterații: 1
CNP: 1691016013771, Găsit: True, Iterații: 1
CNP: 1810819013791, Găsit: True, Iterații: 1
CNP: 6000525012953, Găsit: True, Iterații: 1
CNP: 2990324011912, Găsit: True, Iterații: 1
CNP: 5001213016720, Găsit: True, Iterații: 1
CNP: 5080506018871, Găsit: True, Iterații: 1
CNP: 5010709013457, Găsit: True, Iterații: 1
CNP: 1370729014856, Găsit: True, Iterații: 1
CNP: 6010219016654, Găsit: True, Iterații: 1
CNP: 2830217012221, Găsit: True, Iterații: 1
CNP: 2861125018590, Găsit: True, Iterații: 1
CNP: 2930414016646, Găsit: True, Iterații: 1
CNP: 1700121015203, Găsit: True, Iterații: 1
CNP: 5000509011343, Găsit: True, Iterații: 1
CNP: 2801103012471, Găsit: True, Iterații: 1
CNP: 1360315011333, Găsit: True, Iterații: 1
CNP: 1950724014280, Găsit: True, Iterații: 1
CNP: 1831123016861, Găsit: True, Iterații: 1
CNP: 2940512011328, Găsit: True, Iterații: 1
CNP: 6001111011580, Găsit: True, Iterații: 1
CNP: 1820914018457, Găsit: True, Iterații: 1
CNP: 2510729016388, Găsit: True, Iterații: 1
CNP: 5080303014754, Găsit: True, Iterații: 1
CNP: 1500927018076, Găsit: True, Iterații: 1
CNP: 5011129018747, Găsit: True, Iterații: 1
CNP: 5080528014676, Găsit: True, Iterații: 1
CNP: 5141116016628, Găsit: True, Iterații: 1
CNP: 2980830019559, Găsit: True, Iterații: 1
CNP: 2980117010360, Găsit: True, Iterații: 1
CNP: 5010407014171, Găsit: True, Iterații: 1
CNP: 2831024017475, Găsit: True, Iterații: 1
CNP: 5090421013581, Găsit: True, Iterații: 1
CNP: 6070119017993, Găsit: True, Iterații: 1
CNP: 2950105011201, Găsit: True, Iterații: 1
CNP: 1951214019869, Găsit: True, Iterații: 1
CNP: 2960314019490, Găsit: True, Iterații: 1
CNP: 2481108016499, Găsit: True, Iterații: 1
CNP: 5041019019250, Găsit: True, Iterații: 1
CNP: 2970211012101, Găsit: True, Iterații: 1
CNP: 2970428012525, Găsit: True, Iterații: 1
CNP: 2590401017496, Găsit: True, Iterații: 1
CNP: 6070601010221, Găsit: True, Iterații: 1
CNP: 1351128014081, Găsit: True, Iterații: 1
CNP: 1561024011582, Găsit: True, Iterații: 1
CNP: 5051119014851, Găsit: True, Iterații: 1
CNP: 2710906010652, Găsit: True, Iterații: 1
CNP: 5080821017278, Găsit: True, Iterații: 1
CNP: 2890915016818, Găsit: True, Iterații: 1
CNP: 5130717017908, Găsit: True, Iterații: 1
CNP: 2300203016832, Găsit: True, Iterații: 1
CNP: 1841127012263, Găsit: True, Iterații: 1
CNP: 6060803011672, Găsit: True, Iterații: 1
CNP: 1980506015313, Găsit: True, Iterații: 1
CNP: 2760229016666, Găsit: True, Iterații: 1
CNP: 5090323018566, Găsit: True, Iterații: 1
CNP: 6000628018729, Găsit: True, Iterații: 1
CNP: 1810602014978, Găsit: True, Iterații: 1
CNP: 2761103012407, Găsit: True, Iterații: 1
CNP: 1870520011447, Găsit: True, Iterații: 1
CNP: 2990516012559, Găsit: True, Iterații: 1
CNP: 5010525012685, Găsit: True, Iterații: 1
CNP: 1540924016191, Găsit: True, Iterații: 1
CNP: 1390307015466, Găsit: True, Iterații: 1
CNP: 5180602011501, Găsit: True, Iterații: 1
CNP: 2630627018991, Găsit: True, Iterații: 1
CNP: 6091021012491, Găsit: True, Iterații: 1
CNP: 6091102019148, Găsit: True, Iterații: 1
CNP: 5010919011157, Găsit: True, Iterații: 1
CNP: 5000909018703, Găsit: True, Iterații: 1
CNP: 6071020012706, Găsit: True, Iterații: 1
CNP: 2760322014464, Găsit: True, Iterații: 1
CNP: 1790907013865, Găsit: True, Iterații: 1
CNP: 5040823018311, Găsit: True, Iterații: 1
CNP: 5071021019857, Găsit: True, Iterații: 1
CNP: 2480224014025, Găsit: True, Iterații: 1
CNP: 5080127013319, Găsit: True, Iterații: 1
CNP: 5040122011343, Găsit: True, Iterații: 1
CNP: 5090823011895, Găsit: True, Iterații: 1
CNP: 6000320016300, Găsit: True, Iterații: 1
CNP: 5040426016758, Găsit: True, Iterații: 1
CNP: 2990802013168, Găsit: True, Iterații: 1
CNP: 1690317010883, Găsit: True, Iterații: 1
CNP: 5090315012389, Găsit: True, Iterații: 1
CNP: 6030213013288, Găsit: True, Iterații: 1
CNP: 6061001011169, Găsit: True, Iterații: 1
CNP: 1680326016741, Găsit: True, Iterații: 1
CNP: 5021210010891, Găsit: True, Iterații: 1
CNP: 6080227017135, Găsit: True, Iterații: 1
CNP: 6001226016144, Găsit: True, Iterații: 1
CNP: 2850727015120, Găsit: True, Iterații: 1
CNP: 2771023014633, Găsit: True, Iterații: 1
CNP: 1950718019525, Găsit: True, Iterații: 1
CNP: 6050222013068, Găsit: True, Iterații: 1
CNP: 2710923011139, Găsit: True, Iterații: 1
CNP: 2800927015928, Găsit: True, Iterații: 1
CNP: 5020928018142, Găsit: True, Iterații: 1
